booking_id,date_key,hotel_key,market_segment_key,channel_key,customer_type_key,deposit_type_key,is_canceled,reservation_status,lead_time,lead_time_bucket,total_nights,total_guests,adults,children,babies,adr,est_revenue,is_comp_rate,is_adr_outlier,is_zero_night,is_zero_adult,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,total_of_special_requests,days_in_waiting_list,required_car_parking_spaces,reserved_room_type,assigned_room_type,meal,agent,country
32520,20240123,14,3,3,1,1,0,Check-Out,0,0-7 days,3,2,2,0,0,53.33,159.99,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,240,ITA
32521,20240507,12,6,3,1,1,0,Check-Out,121,90+ days,7,1,1,0,0,43.4,303.8,0,0,0,0,0,0,0,1,0,0,0,A,A,HB,273,GBR
32522,20241009,11,6,3,1,1,0,Check-Out,121,90+ days,7,1,1,0,0,41.4,289.8,0,0,0,0,0,0,0,1,0,0,0,A,A,HB,273,GBR
32523,20240812,10,3,3,1,1,0,Check-Out,24,8-30 days,3,2,2,0,0,78.0,234.0,0,0,0,0,0,0,0,0,1,0,0,A,A,HB,240,ESP
32524,20240107,7,4,3,1,1,0,Check-Out,1,0-7 days,1,3,3,0,0,64.75,64.75,0,0,0,0,0,0,0,0,0,0,1,D,D,BB,6,PRT
32525,20240315,2,6,2,3,3,0,Check-Out,17,8-30 days,1,2,2,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,0,PRT
32526,20240914,13,3,3,3,1,0,Check-Out,18,8-30 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,240,ITA
32527,20240520,7,1,3,3,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,1,0,0,0,2,0,0,A,A,BB,0,ITA
32528,20240730,15,6,2,3,3,0,Check-Out,2,0-7 days,1,2,2,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,0,PRT
32529,20240922,9,6,2,3,3,0,Check-Out,3,0-7 days,1,2,2,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,0,PRT
32530,20240509,6,3,3,1,1,0,Check-Out,26,8-30 days,1,2,2,0,0,88.0,88.0,0,0,0,0,0,0,0,0,1,0,1,D,D,HB,240,GBR
32531,20240708,1,1,1,3,1,0,Check-Out,0,0-7 days,2,2,2,0,0,53.0,106.0,0,0,0,0,0,0,0,1,0,0,0,A,A,BB,0,GBR
32532,20240111,7,1,1,3,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,1,0,0,0,0,0,0,A,A,BB,0,GBR
32533,20240510,5,6,2,3,1,0,Check-Out,16,8-30 days,2,2,2,0,0,36.0,72.0,0,0,0,0,0,0,0,2,1,0,0,A,A,BB,0,PRT
32534,20240810,4,3,3,3,1,0,Check-Out,18,8-30 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,240,ITA
32535,20241205,15,1,3,3,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,1,0,0,0,2,0,0,A,A,BB,0,ITA
32536,20241209,13,3,3,3,1,0,Check-Out,18,8-30 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,240,ITA
32537,20240925,7,1,3,3,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,1,0,0,0,2,0,0,A,A,BB,0,ITA
32538,20241110,7,4,3,1,1,0,Check-Out,28,8-30 days,2,2,2,0,0,34.0,68.0,0,0,0,0,0,0,0,1,0,0,0,A,D,BB,95,PRT
32539,20241014,1,3,3,3,1,0,Check-Out,18,8-30 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,240,ITA
32540,20240822,5,1,3,3,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,1,0,0,0,2,0,0,A,A,BB,0,ITA
32541,20240225,6,1,1,1,1,0,Check-Out,0,0-7 days,1,2,2,0,0,53.0,53.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,0,PRT
32542,20241208,11,4,3,1,1,0,Check-Out,2,0-7 days,2,2,2,0,0,41.0,82.0,0,0,0,0,0,0,0,0,1,0,1,A,C,BB,261,PRT
32543,20240614,5,3,3,3,1,0,Check-Out,18,8-30 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,240,GBR
32544,20240420,2,3,3,1,1,0,Check-Out,9,8-30 days,1,2,2,0,0,78.0,78.0,0,0,0,0,0,0,0,0,0,0,0,D,E,BB,240,ESP
32545,20240415,13,3,3,1,1,0,Check-Out,48,31-90 days,3,3,2,1,0,29.11,87.33,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,GBR
32546,20241216,15,1,1,3,1,0,Check-Out,5,0-7 days,3,2,2,0,0,45.0,135.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,0,PRT
32547,20240906,3,1,1,1,1,0,Check-Out,9,8-30 days,2,2,2,0,0,55.0,110.0,0,0,0,0,0,0,0,0,0,0,0,D,D,BB,250,ITA
32548,20240430,10,3,3,1,1,0,Check-Out,4,0-7 days,2,2,2,0,0,97.0,194.0,0,0,0,0,0,0,0,0,1,0,1,D,D,HB,240,PRT
32549,20240610,3,3,3,1,1,0,Check-Out,24,8-30 days,1,2,2,0,0,48.0,48.0,0,0,0,0,0,0,0,1,2,0,0,A,E,BB,240,ESP
32550,20240503,4,3,3,1,1,0,Check-Out,0,0-7 days,1,2,2,0,0,76.0,76.0,0,0,0,0,0,0,0,0,0,0,0,E,E,BB,240,PRT
32551,20240707,11,3,3,1,1,0,Check-Out,4,0-7 days,2,2,2,0,0,68.0,136.0,0,0,0,0,0,0,0,0,3,0,0,E,E,BB,240,PRT
32552,20240420,1,6,2,3,3,0,Check-Out,17,8-30 days,1,4,2,2,0,51.0,51.0,0,0,0,0,0,0,0,0,0,0,0,A,C,BB,0,PRT
32553,20240713,1,6,2,3,3,0,Check-Out,17,8-30 days,1,2,2,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,0,PRT
32554,20241017,2,6,2,3,3,0,Check-Out,17,8-30 days,1,2,2,0,0,36.0,36.0,0,0,0,0,0,0,0,0,0,0,0,A,C,BB,0,PRT
32555,20240609,9,3,3,3,1,0,Check-Out,0,0-7 days,2,4,2,2,0,106.5,213.0,0,0,0,0,0,0,0,0,0,0,2,G,G,BB,240,GBR
32556,20240716,10,1,3,3,1,0,Check-Out,0,0-7 days,1,4,2,2,0,85.0,85.0,0,0,0,0,1,0,0,0,0,0,2,G,G,BB,0,GBR
32557,20240308,9,4,3,1,1,0,Check-Out,56,31-90 days,14,2,2,0,0,60.0,840.0,0,0,0,0,0,0,0,0,0,0,0,A,A,HB,171,DEU
32558,20241011,1,3,3,1,1,0,Check-Out,17,8-30 days,7,1,1,0,0,75.0,525.0,0,0,0,0,0,0,0,0,0,0,1,E,E,BB,240,DEU
32559,20241013,5,3,3,1,1,0,Check-Out,15,8-30 days,4,2,2,0,0,55.4,221.6,0,0,0,0,0,0,0,0,1,0,0,F,F,BB,241,GBR
32560,20240910,3,4,3,1,1,0,Check-Out,20,8-30 days,11,2,2,0,0,91.76,1009.36,0,0,0,0,0,0,0,1,1,0,0,E,F,HB,40,GBR
32561,20240222,10,3,3,1,1,0,Check-Out,3,0-7 days,3,2,2,0,0,35.11,105.33,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,PRT
32562,20240519,3,1,1,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,65.0,65.0,0,0,0,0,0,0,0,0,0,0,0,E,E,BB,0,PRT
32563,20240202,13,6,2,3,1,0,Check-Out,11,8-30 days,3,1,1,0,0,35.0,105.0,0,0,0,0,0,0,0,3,0,0,0,A,A,BB,0,PRT
32564,20240821,3,3,3,3,1,0,Check-Out,43,31-90 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,240,GBR
32565,20240331,5,6,2,3,1,0,Check-Out,16,8-30 days,3,2,2,0,0,40.0,120.0,0,0,0,0,0,0,0,1,0,0,0,A,A,BB,0,ITA
32566,20241224,2,6,2,3,1,0,Check-Out,16,8-30 days,3,1,1,0,0,35.0,105.0,0,0,0,0,0,0,0,1,0,0,0,A,A,BB,0,PRT
32567,20241216,1,3,3,1,1,0,Check-Out,3,0-7 days,3,1,1,0,0,31.45,94.35,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,PRT
32568,20241125,8,3,3,1,1,0,Check-Out,3,0-7 days,3,1,1,0,0,31.45,94.35,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,PRT
32569,20241019,1,4,3,1,1,0,Check-Out,0,0-7 days,4,1,1,0,0,30.0,120.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,8,PRT
32570,20240827,1,6,2,3,1,0,Check-Out,16,8-30 days,3,2,2,0,0,40.0,120.0,0,0,0,0,0,0,0,1,0,0,0,A,A,BB,0,PRT
32571,20240607,11,6,2,3,1,0,Check-Out,16,8-30 days,3,1,1,0,0,35.0,105.0,0,0,0,0,0,0,0,1,0,0,0,A,A,BB,0,ITA
32572,20241226,12,3,3,1,1,0,Check-Out,74,31-90 days,6,2,2,0,0,99.0,594.0,0,0,0,0,0,0,0,0,2,0,1,E,E,HB,240,FRA
32573,20240324,4,1,3,1,1,0,Check-Out,2,0-7 days,1,2,2,0,0,92.0,92.0,0,0,0,0,0,0,0,0,2,0,1,E,E,HB,0,FRA
32574,20240727,12,1,1,1,1,0,Check-Out,46,31-90 days,3,2,2,0,0,44.0,132.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,250,GBR
32575,20241117,1,6,2,1,1,0,Check-Out,16,8-30 days,3,1,1,0,0,35.0,105.0,0,0,0,0,0,0,0,1,0,0,0,A,A,BB,0,PRT
32576,20240926,15,3,3,3,1,0,Check-Out,1,0-7 days,3,1,1,0,0,95.67,287.01,0,0,0,0,0,0,0,0,1,0,1,G,G,BB,242,PRT
32577,20240509,12,1,1,1,1,0,Check-Out,0,0-7 days,1,3,2,1,0,67.0,67.0,0,0,0,0,0,0,0,0,0,0,1,C,C,BB,0,FRA
32578,20240217,6,3,3,1,1,0,Check-Out,74,31-90 days,6,2,2,0,0,92.0,552.0,0,0,0,0,0,0,0,0,1,0,0,E,E,HB,240,FRA
32579,20241112,8,1,3,1,1,0,Check-Out,2,0-7 days,1,2,2,0,0,92.0,92.0,0,0,0,0,0,0,0,0,1,0,0,E,E,HB,0,FRA
32580,20240905,13,1,1,1,1,0,Check-Out,34,31-90 days,3,2,2,0,0,71.0,213.0,0,0,0,0,0,0,0,0,0,0,0,F,F,BB,250,IRL
32581,20241118,5,6,2,1,1,0,Check-Out,16,8-30 days,3,2,2,0,0,40.0,120.0,0,0,0,0,0,0,0,1,0,0,0,A,A,BB,0,ARG
32582,20240531,14,3,3,3,1,0,Check-Out,43,31-90 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,240,GBR
32583,20240819,2,3,3,1,1,0,Check-Out,14,8-30 days,2,2,2,0,0,48.0,96.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,240,IRL
32584,20241109,7,3,3,3,1,0,Check-Out,7,0-7 days,3,1,1,0,0,43.0,129.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,240,GBR
32585,20240619,9,3,3,1,1,0,Check-Out,63,31-90 days,7,2,2,0,0,43.71,305.97,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,240,GBR
32586,20241025,13,3,3,1,1,0,Check-Out,16,8-30 days,3,2,2,0,0,68.0,204.0,0,0,0,0,0,0,0,1,1,0,0,A,E,BB,240,JPN
32587,20240721,7,3,3,1,1,0,Check-Out,4,0-7 days,3,1,1,0,0,43.0,129.0,0,0,0,0,0,0,0,0,3,0,0,A,A,BB,240,GBR
32588,20240621,6,1,1,1,1,0,Check-Out,0,0-7 days,4,1,1,0,0,43.0,172.0,0,0,0,0,1,0,0,3,0,0,0,A,A,BB,0,GBR
32589,20241113,14,1,1,1,1,0,Check-Out,1,0-7 days,45,1,1,0,0,42.11,1894.95,0,0,0,0,1,0,1,2,3,0,0,A,D,BB,0,GBR
32590,20241113,2,3,3,1,1,0,Check-Out,3,0-7 days,2,2,2,0,0,72.0,144.0,0,0,0,0,0,0,0,0,1,0,0,E,E,BB,240,ESP
32591,20240410,14,3,3,1,1,0,Check-Out,3,0-7 days,3,1,1,0,0,31.45,94.35,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,ITA
32592,20240511,14,3,3,1,1,0,Check-Out,3,0-7 days,3,2,2,0,0,35.11,105.33,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,ITA
32593,20240417,4,3,3,1,1,0,Check-Out,3,0-7 days,3,2,2,0,0,35.11,105.33,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,PRT
32594,20241008,1,3,3,1,1,0,Check-Out,3,0-7 days,3,2,2,0,0,35.11,105.33,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,ITA
32595,20240316,2,3,3,1,1,0,Check-Out,4,0-7 days,3,1,1,0,0,43.0,129.0,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,240,GBR
32596,20240828,14,1,3,1,1,0,Check-Out,0,0-7 days,4,1,1,0,0,43.0,172.0,0,0,0,0,1,0,0,3,2,0,0,A,A,BB,0,GBR
32597,20240607,8,3,3,1,1,0,Check-Out,18,8-30 days,3,2,2,0,0,54.56,163.68,0,0,0,0,0,0,0,0,0,0,0,F,F,BB,467,GBR
32598,20240122,10,3,3,1,1,0,Check-Out,18,8-30 days,3,2,2,0,0,52.56,157.68,0,0,0,0,0,0,0,0,0,0,0,F,F,BB,467,GBR
32599,20240829,9,1,1,3,1,0,Check-Out,1,0-7 days,3,4,2,1,1,95.33,285.99,0,0,0,0,0,0,0,1,4,0,0,H,H,BB,250,IRL
32600,20240907,6,3,3,3,1,0,Check-Out,43,31-90 days,3,2,2,0,0,52.67,158.01,0,0,0,0,0,0,0,0,1,0,2,A,D,BB,240,GBR
32601,20240320,13,1,1,3,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,0,ITA
32602,20240924,11,1,1,3,1,0,Check-Out,0,0-7 days,3,2,2,0,0,93.0,279.0,0,0,0,0,0,0,0,1,0,0,0,G,G,BB,250,PRT
32603,20240129,1,1,1,1,1,0,Check-Out,0,0-7 days,1,2,2,0,0,57.0,57.0,0,0,0,0,1,0,0,0,0,0,0,A,A,BB,0,PRT
32604,20240129,13,3,3,3,1,0,Check-Out,43,31-90 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,240,ITA
32605,20240521,12,1,1,3,1,0,Check-Out,0,0-7 days,3,3,2,0,1,93.0,279.0,0,0,0,0,0,0,0,2,0,0,0,G,G,BB,250,PRT
32606,20240802,3,1,1,1,1,0,Check-Out,0,0-7 days,1,3,2,0,1,57.0,57.0,0,0,0,0,1,0,0,0,0,0,0,A,A,BB,0,PRT
32607,20240709,8,3,3,3,1,0,Check-Out,43,31-90 days,3,2,2,0,0,48.0,144.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,240,GBR
32608,20240511,4,3,3,1,1,0,Check-Out,3,0-7 days,3,2,2,0,0,35.11,105.33,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,ITA
32609,20240509,15,3,3,1,1,0,Check-Out,3,0-7 days,3,2,2,0,0,35.11,105.33,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,ITA
32610,20240611,8,3,3,1,1,0,Check-Out,3,0-7 days,3,2,2,0,0,35.11,105.33,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,ITA
32611,20240922,2,1,1,3,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,0,ITA
32612,20240517,13,3,3,3,1,0,Check-Out,2,0-7 days,1,1,1,0,0,58.0,58.0,0,0,0,0,0,0,0,0,1,0,0,D,D,BB,240,PRT
32613,20241121,8,1,3,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,47.0,47.0,0,0,0,0,1,0,0,1,1,0,1,A,A,BB,0,PRT
32614,20240530,13,3,3,3,1,0,Check-Out,2,0-7 days,1,1,1,0,0,58.0,58.0,0,0,0,0,0,0,0,0,0,0,1,D,D,BB,240,PRT
32615,20240620,1,1,3,1,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,1,0,0,0,1,0,0,A,A,BB,0,PRT
32616,20241007,2,3,3,3,1,0,Check-Out,1,0-7 days,3,1,1,0,0,88.67,266.01,0,0,0,0,0,0,0,0,1,0,0,G,G,BB,242,ITA
32617,20240709,12,1,1,3,1,0,Check-Out,1,0-7 days,3,1,1,0,0,70.33,210.99,0,0,0,0,0,0,0,0,1,0,0,E,E,BB,250,IRL
32618,20240815,2,1,3,3,1,0,Check-Out,0,0-7 days,1,2,2,0,0,45.0,45.0,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,0,GBR
32619,20241008,12,3,3,3,1,0,Check-Out,8,8-30 days,4,2,2,0,0,58.0,232.0,0,0,0,0,0,0,0,0,0,0,0,D,D,BB,240,ITA
32620,20241106,9,3,3,1,1,0,Check-Out,3,0-7 days,3,1,1,0,0,31.45,94.35,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,PRT
32621,20240623,2,3,3,1,1,0,Check-Out,112,90+ days,3,2,2,0,0,37.8,113.4,0,0,0,0,0,0,0,0,2,0,0,A,A,BB,240,BEL
32622,20240904,9,3,3,1,1,0,Check-Out,58,31-90 days,3,2,2,0,0,72.0,216.0,0,0,0,0,0,0,0,0,0,0,0,D,D,BB,240,BEL
32623,20241101,4,4,3,1,1,0,Check-Out,126,90+ days,7,2,2,0,0,29.0,203.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,6,BEL
32624,20241209,8,3,3,1,1,0,Check-Out,1,0-7 days,1,2,2,0,0,55.0,55.0,0,0,0,0,0,0,0,0,1,0,1,A,A,BB,240,NLD
32625,20240309,11,2,2,1,1,0,Check-Out,4,0-7 days,1,1,1,0,0,38.5,38.5,0,0,0,0,0,0,0,0,0,0,1,A,D,BB,0,PRT
32626,20241101,6,4,3,1,1,0,Check-Out,309,90+ days,10,2,2,0,0,27.0,270.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,8,GBR
32627,20240301,5,3,3,1,1,0,Check-Out,12,8-30 days,3,2,2,0,0,68.0,204.0,0,0,0,0,0,0,0,0,2,0,0,E,E,BB,240,CHL
32628,20241229,4,2,2,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,510,PRT
32629,20240903,3,2,2,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,510,PRT
32630,20240219,6,3,3,1,1,0,Check-Out,3,0-7 days,1,1,1,0,0,31.45,31.45,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,PRT
32631,20241228,6,4,3,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,30.0,30.0,0,0,0,0,1,0,1,0,0,0,0,A,A,BB,96,PRT
32632,20240101,2,5,3,1,1,0,Check-Out,4,0-7 days,1,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,F,F,BB,40,GBR
32633,20240416,7,5,3,1,1,0,Check-Out,5,0-7 days,1,1,1,0,0,0.0,0.0,1,0,0,0,1,0,1,0,2,0,1,E,E,BB,40,GBR
32634,20240914,5,5,3,1,1,0,Check-Out,4,0-7 days,1,1,1,0,0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,F,F,BB,40,GBR
32635,20240326,5,3,3,1,1,0,Check-Out,97,90+ days,15,2,2,0,0,55.8,837.0,0,0,0,0,0,0,0,0,1,0,0,E,E,BB,240,DEU
32636,20240715,12,4,3,1,1,0,Check-Out,47,31-90 days,3,4,2,1,1,42.5,127.5,0,0,0,0,0,0,0,1,0,0,0,A,C,BB,6,ESP
32637,20240710,2,4,3,1,1,0,Check-Out,4,0-7 days,2,2,2,0,0,34.0,68.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,6,ESP
32638,20240215,10,3,3,1,1,0,Check-Out,84,31-90 days,1,4,3,1,0,94.0,94.0,0,0,0,0,0,0,0,0,2,0,1,H,H,BB,240,BRA
32639,20240522,12,4,3,1,1,0,Check-Out,1,0-7 days,1,1,1,0,0,30.0,30.0,0,0,0,0,0,0,0,0,0,0,0,A,A,BB,78,PRT
32640,20240822,6,3,3,1,1,0,Check-Out,2,0-7 days,2,2,2,0,0,55.0,110.0,0,0,0,0,0,0,0,0,1,0,1,A,A,BB,240,DEU
32641,20240719,11,3,3,3,1,0,Check-Out,18,8-30 days,2,1,1,0,0,53.0,106.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,240,ITA
32642,20240726,8,3,3,1,1,0,Check-Out,8,8-30 days,4,1,1,0,0,68.0,272.0,0,0,0,0,0,0,0,0,0,0,0,E,E,BB,184,PRT
32643,20240714,2,3,3,1,1,0,Check-Out,1,0-7 days,2,4,3,1,0,93.0,186.0,0,0,0,0,0,0,0,0,0,0,0,H,H,BB,240,GBR
32644,20240620,12,3,3,1,1,0,Check-Out,6,0-7 days,2,2,2,0,0,35.11,70.22,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,241,GBR
32645,20240218,9,3,3,1,1,0,Check-Out,11,8-30 days,2,1,1,0,0,50.0,100.0,0,0,0,0,0,0,0,0,2,0,1,A,D,BB,240,BEL
32646,20241215,10,1,3,1,1,0,Check-Out,1,0-7 days,3,1,1,0,0,47.67,143.01,0,0,0,0,0,0,0,1,2,0,1,A,D,BB,0,BEL
32647,20240720,9,4,3,1,1,0,Check-Out,4,0-7 days,1,2,2,0,0,42.0,42.0,0,0,0,0,0,0,0,0,0,0,0,D,D,BB,6,ESP
32648,20240507,10,3,3,1,1,0,Check-Out,0,0-7 days,1,2,2,0,0,55.0,55.0,0,0,0,0,0,0,0,0,1,0,0,A,A,BB,240,ESP
32649,20240528,13,3,3,1,1,0,Check-Out,1,0-7 days,1,1,1,0,0,34.4,34.4,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,314,PRT
32650,20241103,3,1,1,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,35.0,35.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,0,PRT
32651,20240812,1,2,1,1,1,0,Check-Out,1,0-7 days,1,1,1,0,0,35.0,35.0,0,0,0,0,1,0,1,1,0,0,0,A,D,BB,0,PRT
32652,20240620,1,2,1,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,35.0,35.0,0,0,0,0,1,0,2,0,0,0,0,A,I,BB,0,PRT
32653,20240528,12,6,2,3,1,0,Check-Out,30,8-30 days,5,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,4,1,14,0,A,I,SC,0,PRT
32654,20240411,3,1,1,1,1,0,Check-Out,6,0-7 days,1,1,1,0,0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,0,PRT
32655,20240918,5,2,2,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,35.0,35.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,88,PRT
32656,20240302,10,1,1,1,1,0,Check-Out,6,0-7 days,1,1,1,0,0,40.0,40.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,0,ESP
32657,20241217,4,3,3,1,1,0,Check-Out,5,0-7 days,2,2,2,0,0,48.0,96.0,0,0,0,0,0,0,0,0,1,0,0,A,D,BB,240,BEL
32658,20240512,7,3,3,1,1,0,Check-Out,48,31-90 days,4,2,2,0,0,37.8,151.2,0,0,0,0,0,0,0,0,2,0,1,A,A,BB,242,FRA
32659,20240721,11,1,1,1,1,0,Check-Out,0,0-7 days,2,2,2,0,0,58.0,116.0,0,0,0,0,0,0,0,0,0,0,1,A,A,BB,0,ITA
32660,20241006,5,3,3,1,1,0,Check-Out,69,31-90 days,4,2,2,0,0,52.0,208.0,0,0,0,0,0,0,0,0,1,0,0,D,D,BB,240,FRA
32661,20240125,15,3,3,1,1,0,Check-Out,11,8-30 days,2,1,1,0,0,60.0,120.0,0,0,0,0,0,0,0,0,1,0,1,A,D,BB,240,ESP
32662,20240920,7,3,3,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,34.4,34.4,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,314,PRT
32663,20241229,3,3,3,1,1,0,Check-Out,202,90+ days,4,2,2,0,0,55.8,223.2,0,0,0,0,0,0,0,0,1,0,0,E,E,BB,240,IRL
32664,20241224,3,3,3,1,1,0,Check-Out,27,8-30 days,2,2,2,0,0,68.0,136.0,0,0,0,0,0,0,0,0,1,0,0,E,E,BB,240,BRA
32665,20241227,3,3,3,1,1,0,Check-Out,0,0-7 days,1,1,1,0,0,43.0,43.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,240,PRT
32666,20240424,8,3,3,1,1,0,Check-Out,80,31-90 days,2,2,2,0,0,69.0,138.0,0,0,0,0,0,0,0,2,0,0,1,D,E,BB,240,USA
32667,20241229,14,4,3,1,1,0,Check-Out,128,90+ days,4,2,2,0,0,29.0,116.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,6,FRA
32668,20240517,1,3,3,1,1,0,Check-Out,4,0-7 days,3,4,2,2,0,57.4,172.2,0,0,0,0,0,0,0,0,0,0,1,C,C,BB,314,MAR
32669,20240913,3,3,3,1,1,0,Check-Out,45,31-90 days,1,2,2,0,0,48.0,48.0,0,0,0,0,0,0,0,0,2,0,0,A,D,BB,240,DEU
32670,20240428,9,3,3,3,1,0,Check-Out,19,8-30 days,1,1,1,0,0,43.0,43.0,0,0,0,0,0,0,0,1,1,0,0,A,D,BB,240,ITA
32671,20240711,14,4,3,1,1,0,Check-Out,24,8-30 days,4,2,2,0,0,42.0,168.0,0,0,0,0,0,0,0,0,0,0,0,D,D,BB,171,GBR
32672,20240905,15,4,3,1,1,0,Check-Out,36,31-90 days,3,2,2,0,0,35.33,105.99,0,0,0,0,0,0,0,1,0,0,0,A,A,BB,171,GBR
32673,20240831,14,3,3,3,1,0,Check-Out,43,31-90 days,5,2,2,0,0,0.0,0.0,1,0,0,0,0,0,0,2,1,0,0,A,I,SC,240,GBR
32674,20240703,3,3,3,1,1,0,Check-Out,27,8-30 days,2,2,2,0,0,68.0,136.0,0,0,0,0,0,0,0,0,1,0,0,E,E,BB,240,PRT
32675,20240812,6,3,3,1,1,0,Check-Out,0,0-7 days,0,2,2,0,0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,0,A,D,BB,240,PRT
32676,20241118,12,3,3,1,1,0,Check-Out,11,8-30 days,3,1,1,0,0,43.0,129.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,240,DEU
32677,20240515,11,3,3,1,1,0,Check-Out,11,8-30 days,3,1,1,0,0,43.0,129.0,0,0,0,0,0,0,0,0,0,0,0,A,D,BB,240,DEU
32678,20241030,13,3,3,1,1,0,Check-Out,11,8-30 days,3,1,1,0,0,43.0,129.0,0,0,0,0,0,0,0,0,0,0,1,A,D,BB,240,DEU
32679,20241119,7,4,3,2,1,0,Check-Out,45,31-90 days,3,2,2,0,0,58.8,176.39999999999998,0,0,0,0,0,0,0,0,0,0,0,A,A,HB,40,GBR
